variant,method,id,seed,schedule_id,family,event,static_timely,variant_timely,static_false,variant_false,timely_gain,false_gain
static_plus_persistence,Static + persistent departure,confirmation|151|211|13,151,211,13,7.0,True,True,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|151|211|14,151,211,14,2.0,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|151|211|15,151,211,15,,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|151|211|16,151,211,16,6.0,True,True,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|151|211|17,151,211,17,10.0,True,True,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|151|211|18,151,211,18,4.0,True,True,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|151|223|2,151,223,2,,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|151|223|6,151,223,6,,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|151|223|11,151,223,11,,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|151|223|12,151,223,12,,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|151|223|13,151,223,13,8.0,True,True,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|151|223|14,151,223,14,2.0,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|151|223|15,151,223,15,,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|151|223|16,151,223,16,6.0,True,True,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|151|223|17,151,223,17,12.0,True,True,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|151|223|18,151,223,18,4.0,True,True,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|151|227|2,151,227,2,,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|151|227|6,151,227,6,,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|151|227|11,151,227,11,,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|151|227|12,151,227,12,,False,False,False,False,0,0
